117.046163,30.513677
117.084269,30.543887
117.063095,30.512243
117.091893,30.542365
117.049916,30.511227
117.06457,30.518832
117.067345,30.512451
117.076012,30.548316
117.056924,30.508405
116.973526,31.060288
116.975341,31.051493
117.053062,30.569088
117.088211,30.550111
116.332728,30.449155
117.050272,30.530924
116.586737,30.647638
117.08454,30.521646
116.699494,30.129318
116.943767,31.0593
116.986458,31.044031
117.380526,32.952862
117.406068,32.943953
117.36096,32.934592
117.360346,32.948558
117.407084,32.943844
117.38868,32.92742
117.387891,32.951869
117.378751,32.945528
117.375484,32.934645
117.368619,32.948819
117.381775,32.952342
117.39409,32.981944
117.3718,32.951027
117.393133,32.946082
117.893759,33.133346
117.373493,32.951396
117.368371,32.96885
117.391662,32.948687
117.370658,32.952332
117.373262,32.952048
115.795204,33.856024
115.79453,33.848993
116.559353,33.263216
115.792831,33.845149
115.794837,33.85799
115.794167,33.845879
115.787869,33.845855
115.788509,33.877981
116.576834,33.24815
115.771641,33.86207
115.772818,33.855086
116.213486,33.154298
115.784219,33.873162
116.19584,33.151121
116.560477,33.272627
115.774452,33.861944
116.20473,33.142583
115.800774,33.856485
115.801381,33.868576
115.782791,33.861617
117.885198,31.619317
117.880424,31.622562
117.887447,31.605498
117.875873,31.606077
117.89154,31.593401
117.8834,31.618958
117.291786,31.265559
117.903886,31.633137
118.117421,31.737216
117.874889,31.605144
117.883727,31.615982
117.894248,31.618153
117.886015,31.601147
117.312597,31.241989
117.298117,31.266525
117.278668,31.26802
118.358146,31.717765
117.883411,31.615386
118.358259,31.716389
117.904542,31.313795
117.518001,30.623516
117.487392,30.659816
117.494613,30.64597
117.79309,30.576369
117.490641,30.666394
117.506653,30.67928
117.862212,30.642653
117.509692,30.621806
117.494324,30.658744
117.487304,30.660798
117.480346,30.660213
117.509883,30.621863
117.893453,30.649404
117.518092,30.622785
117.801038,30.55427
117.492538,30.670743
117.858344,30.642981
117.48955,30.65654
117.49332,30.661321
117.036237,30.113082
118.319883,32.27205
118.313768,32.303085
118.327635,32.302559
118.322539,32.255099
118.015519,32.78692
118.319675,32.31043
118.325571,32.273701
118.316894,32.319458
118.333018,32.314918
118.320415,32.271409
119.019623,32.681563
118.283808,32.099354
118.316001,32.303398
118.343177,32.284346
118.318849,32.310894
118.00951,32.789894
119.02215,32.67909
117.570034,32.87646
117.704701,32.541465
118.440908,32.458769
115.819678,32.884947
115.799447,32.895587
115.839295,32.890854
115.819863,32.895666
115.823847,32.89656
115.833481,32.904949
115.831738,32.902429
115.831176,32.892731
115.8395,32.904472
116.266649,32.654742
115.789938,32.906236
115.592514,32.64074
115.828884,32.911412
115.866997,32.864584
115.635827,33.151627
115.828246,32.894036
115.596181,32.646681
115.635571,33.16474
115.816224,32.90785
115.827196,32.924208
117.285199,31.862555
117.314223,31.707502
117.317479,31.71145
117.287461,31.750798
117.30569,31.813297
117.291605,31.830377
117.222707,31.794777
117.227179,31.795736
117.288983,31.751079
117.314155,31.752476
117.286765,31.738796
117.308932,31.866933
117.23724,31.775936
117.286133,31.862682
117.29836,31.85126
117.23747,31.763691
117.218224,31.863353
117.294805,31.816193
117.295356,31.857227
117.2098,31.833251
118.358146,31.717765
118.358259,31.716389
118.239394,31.472439
118.373228,31.727473
118.239815,31.472611
118.372216,31.722333
116.800271,33.964641
116.818607,33.960851
116.799836,33.974123
116.794881,33.979438
116.795475,33.956146
116.805429,33.975211
116.800168,33.964213
116.778769,33.92413
116.8128,33.959326
116.800449,33.976728
116.812945,33.97123
116.80634,33.965369
116.795593,33.952842
116.799496,33.956462
116.822017,33.990326
116.806313,33.969051
116.801977,33.97367
116.775564,33.954921
116.777321,33.947697
116.801448,33.968497
117.024364,32.642368
117.002373,32.641805
117.029454,32.644936
117.031899,32.637851
117.02762,32.648724
117.035446,32.638111
117.02465,32.641388
117.039697,32.656382
117.035191,32.63854
116.735106,32.707818
117.041447,32.648541
117.022194,32.646347
117.043602,32.661535
116.871575,32.603206
117.018814,32.644305
117.035446,32.638111
116.986196,32.581414
116.990937,32.6399
117.053304,32.659745
117.032217,32.65521
118.143891,30.293572
118.190955,30.080243
118.1851,30.073675
118.316295,29.713344
118.333305,29.720421
118.317572,29.713288
118.328969,29.721598
118.299811,29.719598
118.300081,29.720014
118.330977,29.724621
118.316854,29.703832
118.338673,29.713233
118.183013,30.070181
118.184791,30.07368
118.434726,29.87436
118.329558,29.725697
118.31956,29.716444
118.319067,29.726438
118.180439,30.067991
118.336928,29.724587
116.286389,32.340292
116.290506,32.349444
116.290679,32.353931
116.290767,32.355058
116.284231,32.350164
116.292798,32.336382
116.285011,32.349887
116.283505,32.350012
116.290984,32.337512
115.9194,31.856287
116.283931,32.349655
116.281069,32.333859
116.284878,32.352526
116.285004,32.355346
116.278482,32.334172
116.279735,32.340779
116.285714,32.355096
115.931322,31.850829
116.278741,32.345842
115.944883,32.443868
116.512203,31.759189
116.49218,31.74003
116.507501,31.762072
116.491753,31.739331
115.967701,31.726222
115.811811,31.205965
116.327027,31.40471
116.521795,31.762004
116.775245,32.575492
116.945673,31.471955
116.523472,31.786295
116.370078,31.413724
116.502444,31.752336
116.974801,31.481712
116.971471,31.466271
116.508082,31.729762
116.510348,31.72508
116.286389,32.340292
116.290506,32.349444
115.786692,31.178767
118.56035,31.668723
118.512757,31.71326
118.50731,31.689806
118.513071,31.703826
118.532194,31.676893
118.500971,31.699393
118.495294,31.660535
118.506444,31.568411
118.511856,31.703496
118.511569,31.711546
118.516985,31.707689
118.525328,31.669449
118.514308,31.686622
118.531296,31.679661
118.505215,31.672158
118.529445,31.689783
118.51213,31.711221
118.506323,31.708679
118.516949,31.706709
118.503301,31.689698
119.000965,30.633583
118.989323,30.629507
118.987728,30.653996
118.987368,30.623367
118.987901,30.635339
118.987591,30.634858
118.991529,30.631978
118.983531,30.633898
118.995223,30.637043
118.983184,30.634391
118.984272,30.622349
118.997907,30.637156
119.019623,32.681563
119.02215,32.67909
119.009777,32.683413
119.012191,32.678315
119.019805,32.693225
119.024961,32.6883
119.008777,32.686407
119.025738,32.690272
119.021572,32.679516
119.024956,32.676725
119.008143,32.690972
119.021185,32.679012
119.041574,32.676622
119.025059,32.688709
119.020028,32.68748
119.030968,32.689031
116.973526,31.060288
116.975341,31.051493
116.943767,31.0593
116.986458,31.044031
116.971525,31.056643
116.967884,31.056826
116.948174,31.051645
116.967872,31.05689
116.975934,31.051375
116.974292,31.059434
116.987577,31.043031
116.966288,31.054006
116.953967,31.055699
116.975869,31.071155
116.972952,31.06761
116.995749,31.039155
116.977973,31.052993
117.821029,30.939649
117.804376,30.957413
117.824649,30.936033
117.825182,30.933645
117.823185,30.931585
